2026-02-28 10:18:49,982 | INFO | app | [6661a88c] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (22.41ms)
2026-02-28 14:28:17,182 | INFO | uvicorn.access | 127.0.0.1:60689 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:24:03,393 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8198/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:03,682 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8189/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:03,686 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8191/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:03,687 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8195/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:03,719 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8196/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:03,722 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8188/queue "HTTP/1.1 200 OK"
2026-02-28 15:24:03,744 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8193/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:04,040 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8194/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:04,192 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8190/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:04,874 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8192/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:05,038 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8197/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:24:06,081 | INFO | app.execution | Execute task requested: task_id=de6b58a4-cc01-4758-ae69-bff8261c38e5 status=success has_workflow=True node_count=3
2026-02-28 15:24:08,275 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8188/queue "HTTP/1.1 200 OK"
2026-02-28 15:24:08,343 | INFO | app.execution | Task marked running on execute request: task_id=de6b58a4-cc01-4758-ae69-bff8261c38e5 endpoint=http://34.59.208.230:8188 queue_running=0 queue_pending=0
2026-02-28 15:24:08,347 | INFO | app.comfyui | Connecting to ComfyUI WS: ws://34.59.208.230:8188/ws?clientId=db97df39b89b46f18843d74851a367e5
2026-02-28 15:24:11,349 | WARNING | app.execution | ComfyUI listener did not connect within timeout, will still submit: task_id=de6b58a4-cc01-4758-ae69-bff8261c38e5 client_id=db97df39b89b46f18843d74851a367e5
2026-02-28 15:24:11,352 | INFO | app.comfyui | Submitting prompt to ComfyUI: api_url=http://34.59.208.230:8188/api/prompt client_id=db97df39b89b46f18843d74851a367e5 node_count=3
2026-02-28 15:24:11,580 | INFO | app.comfyui | Connected to ComfyUI WS: client_id=db97df39b89b46f18843d74851a367e5
2026-02-28 15:24:11,587 | INFO | app.execution | Execution event relayed: task_id=de6b58a4-cc01-4758-ae69-bff8261c38e5 type=status prompt_id=None node_id=None
2026-02-28 15:24:13,736 | INFO | httpx | HTTP Request: POST http://34.59.208.230:8188/api/prompt "HTTP/1.1 400 Bad Request"
2026-02-28 15:24:13,739 | ERROR | app.comfyui | ComfyUI /api/prompt returned 400: {"error": {"type": "prompt_outputs_failed_validation", "message": "Prompt outputs failed validation", "details": "", "extra_info": {}}, "node_errors": {"2": {"errors": [{"type": "custom_validation_failed", "message": "Custom validation failed for node", "details": "image - Invalid image file: 14.png", "extra_info": {"input_name": "image"}}], "dependent_outputs": ["3", "1"], "class_type": "LoadImage"}}}
2026-02-28 15:24:13,741 | INFO | app.execution | ComfyUI submit result: task_id=de6b58a4-cc01-4758-ae69-bff8261c38e5 prompt_id= error=ComfyUI returned HTTP 400: {"error": {"type": "prompt_outputs_failed_validation", "message": "Prompt outputs failed validation", "details": "", "extra_info": {}}, "node_errors": {"2": {"errors": [{"type": "custom_validation_fai
2026-02-28 15:24:13,766 | WARNING | app.scheduler | Scheduled trigger failed: task_id=de6b58a4-cc01-4758-ae69-bff8261c38e5 endpoint=34.59.208.230:8188 status=502 detail=ComfyUI submission failed: ComfyUI returned HTTP 400: {"error": {"type": "prompt_outputs_failed_validation", "message": "Prompt outputs failed validation", "details": "", "extra_info": {}}, "node_errors": {"2": {"errors": [{"type": "custom_validation_fai
2026-02-28 15:25:19,194 | INFO | app | [868690e8] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (17.50ms)
2026-02-28 15:25:19,199 | INFO | uvicorn.access | 127.0.0.1:62050 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:25:19,327 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 15:25:19,363 | INFO | app | [7f30ee37] GET /api/v1/tasks?page=1&page_size=10 -> 200 (161.02ms)
2026-02-28 15:25:19,364 | INFO | uvicorn.access | 127.0.0.1:62050 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:25:25,525 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 15:25:25,528 | INFO | app | [7456c19d] GET /api/v1/tasks?page=1&page_size=10 -> 200 (62.80ms)
2026-02-28 15:25:25,530 | INFO | uvicorn.access | 127.0.0.1:62052 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:25:26,830 | INFO | app | [f564e343] OPTIONS /api/v1/task-templates?page=1&page_size=10 -> 200 (4.37ms)
2026-02-28 15:25:26,830 | INFO | uvicorn.access | 127.0.0.1:62052 - "OPTIONS /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:25:26,894 | INFO | app | [9650add0] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (61.39ms)
2026-02-28 15:25:26,894 | INFO | uvicorn.access | 127.0.0.1:62052 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:25:32,128 | INFO | app | [7b784360] OPTIONS /api/v1/settings/comfyui -> 200 (1.87ms)
2026-02-28 15:25:32,130 | INFO | uvicorn.access | 127.0.0.1:62121 - "OPTIONS /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 15:25:32,177 | INFO | app | [2f265dc9] GET /api/v1/settings/comfyui -> 200 (46.07ms)
2026-02-28 15:25:32,177 | INFO | uvicorn.access | 127.0.0.1:62121 - "GET /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 15:41:37,092 | INFO | app | [bb1f3df2] OPTIONS /api/v1/task-templates?page=1&page_size=10 -> 200 (7.92ms)
2026-02-28 15:41:37,098 | INFO | uvicorn.access | 127.0.0.1:55275 - "OPTIONS /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:41:37,218 | INFO | app | [1fd0b6c2] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (107.95ms)
2026-02-28 15:41:37,218 | INFO | uvicorn.access | 127.0.0.1:55275 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:41:38,351 | INFO | app | [f9b57851] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (122.62ms)
2026-02-28 15:41:38,452 | INFO | uvicorn.access | 127.0.0.1:55275 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:41:38,695 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 15:41:38,711 | INFO | app | [e4dc2351] GET /api/v1/tasks?page=1&page_size=10 -> 200 (249.10ms)
2026-02-28 15:41:38,712 | INFO | uvicorn.access | 127.0.0.1:55281 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:41:40,573 | INFO | app | [5ff025a4] OPTIONS /api/v1/tasks/1d517956-00f1-4dba-ac7e-74a4d6a7451e -> 200 (6.26ms)
2026-02-28 15:41:40,574 | INFO | uvicorn.access | 127.0.0.1:55281 - "OPTIONS /api/v1/tasks/1d517956-00f1-4dba-ac7e-74a4d6a7451e HTTP/1.1" 200
2026-02-28 15:41:40,845 | INFO | app | [053a0aa7] GET /api/v1/tasks/1d517956-00f1-4dba-ac7e-74a4d6a7451e -> 200 (264.71ms)
2026-02-28 15:41:40,845 | INFO | uvicorn.access | 127.0.0.1:55275 - "GET /api/v1/tasks/1d517956-00f1-4dba-ac7e-74a4d6a7451e HTTP/1.1" 200
2026-02-28 15:41:48,669 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 15:41:48,681 | INFO | app | [f95b99f4] GET /api/v1/tasks?page=1&page_size=10 -> 200 (108.50ms)
2026-02-28 15:41:48,681 | INFO | uvicorn.access | 127.0.0.1:55399 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:49:45,464 | INFO | uvicorn.error | Shutting down
2026-02-28 15:49:45,592 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-28 15:49:45,617 | INFO | app.scheduler | Task scheduler stopped
2026-02-28 15:49:45,623 | INFO | uvicorn.error | Application shutdown complete.
2026-02-28 15:49:45,629 | INFO | uvicorn.error | Finished server process [20263]
2026-02-28 15:49:49,121 | INFO | uvicorn.error | Started server process [36039]
2026-02-28 15:49:49,122 | INFO | uvicorn.error | Waiting for application startup.
2026-02-28 15:49:49,123 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-28 15:49:49,984 | INFO | app.scheduler | Task scheduler started
2026-02-28 15:49:49,993 | INFO | uvicorn.error | Application startup complete.
2026-02-28 15:49:50,513 | INFO | uvicorn.error | Shutting down
2026-02-28 15:49:50,615 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-28 15:49:50,618 | INFO | app.scheduler | Task scheduler stopped
2026-02-28 15:49:50,618 | INFO | uvicorn.error | Application shutdown complete.
2026-02-28 15:49:50,619 | INFO | uvicorn.error | Finished server process [36039]
2026-02-28 15:49:51,588 | INFO | uvicorn.error | Started server process [36063]
2026-02-28 15:49:51,588 | INFO | uvicorn.error | Waiting for application startup.
2026-02-28 15:49:51,590 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-28 15:49:51,851 | INFO | app.scheduler | Task scheduler started
2026-02-28 15:49:51,852 | INFO | uvicorn.error | Application startup complete.
2026-02-28 15:49:58,846 | INFO | uvicorn.error | Shutting down
2026-02-28 15:49:58,963 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-28 15:49:58,981 | INFO | app.scheduler | Task scheduler stopped
2026-02-28 15:49:58,986 | INFO | uvicorn.error | Application shutdown complete.
2026-02-28 15:49:58,989 | INFO | uvicorn.error | Finished server process [36063]
2026-02-28 15:50:02,363 | INFO | uvicorn.error | Started server process [36090]
2026-02-28 15:50:02,364 | INFO | uvicorn.error | Waiting for application startup.
2026-02-28 15:50:02,365 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-28 15:50:02,707 | INFO | app.scheduler | Task scheduler started
2026-02-28 15:50:02,709 | INFO | uvicorn.error | Application startup complete.
2026-02-28 15:51:04,976 | INFO | app | [86a33721] OPTIONS /api/v1/settings/comfyui -> 200 (9.25ms)
2026-02-28 15:51:04,977 | INFO | uvicorn.access | 127.0.0.1:61053 - "OPTIONS /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 15:51:05,084 | INFO | app | [f9c8ec51] GET /api/v1/settings/comfyui -> 200 (102.38ms)
2026-02-28 15:51:05,084 | INFO | uvicorn.access | 127.0.0.1:61053 - "GET /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 15:51:05,096 | INFO | app | [454529fb] OPTIONS /api/v1/task-templates?page=1&page_size=100 -> 200 (0.68ms)
2026-02-28 15:51:05,096 | INFO | uvicorn.access | 127.0.0.1:61053 - "OPTIONS /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-28 15:51:05,212 | INFO | app | [6206217e] GET /api/v1/task-templates?page=1&page_size=100 -> 200 (114.06ms)
2026-02-28 15:51:05,212 | INFO | uvicorn.access | 127.0.0.1:61053 - "GET /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-28 15:51:11,966 | INFO | app | [377bf7fd] OPTIONS /api/v1/uploads/workflow -> 200 (3.83ms)
2026-02-28 15:51:11,967 | INFO | uvicorn.access | 127.0.0.1:61128 - "OPTIONS /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-28 15:51:12,008 | INFO | app | [8bf73b84] POST /api/v1/uploads/workflow -> 200 (36.05ms)
2026-02-28 15:51:12,008 | INFO | uvicorn.access | 127.0.0.1:61130 - "POST /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-28 15:51:16,703 | INFO | app | [b61629b7] OPTIONS /api/v1/tasks -> 200 (1.44ms)
2026-02-28 15:51:16,706 | INFO | uvicorn.access | 127.0.0.1:61172 - "OPTIONS /api/v1/tasks HTTP/1.1" 200
2026-02-28 15:51:16,980 | INFO | app | [6bb1ea8f] POST /api/v1/tasks -> 200 (272.21ms)
2026-02-28 15:51:16,980 | INFO | uvicorn.access | 127.0.0.1:61172 - "POST /api/v1/tasks HTTP/1.1" 200
2026-02-28 15:51:17,314 | INFO | app | [9ece1cdb] OPTIONS /api/v1/tasks/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 -> 200 (0.26ms)
2026-02-28 15:51:17,314 | INFO | uvicorn.access | 127.0.0.1:61172 - "OPTIONS /api/v1/tasks/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 HTTP/1.1" 200
2026-02-28 15:51:17,419 | INFO | app | [60e3c2d4] GET /api/v1/tasks/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 -> 200 (96.64ms)
2026-02-28 15:51:17,420 | INFO | uvicorn.access | 127.0.0.1:61187 - "GET /api/v1/tasks/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 HTTP/1.1" 200
2026-02-28 15:51:18,955 | INFO | app | [97cb71ed] OPTIONS /api/v1/settings/comfyui/ports/status -> 200 (3.09ms)
2026-02-28 15:51:18,960 | INFO | uvicorn.access | 127.0.0.1:61187 - "OPTIONS /api/v1/settings/comfyui/ports/status HTTP/1.1" 200
2026-02-28 15:51:22,105 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8188/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:51:22,263 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8192/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:22,413 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8196/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:22,582 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8194/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:22,636 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8190/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:22,703 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8198/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:22,721 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8197/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:23,042 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8189/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:23,063 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8191/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:23,467 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8195/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:23,847 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8193/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:23,926 | INFO | app | [7cdef06a] GET /api/v1/settings/comfyui/ports/status -> 200 (4960.80ms)
2026-02-28 15:51:23,927 | INFO | uvicorn.access | 127.0.0.1:61187 - "GET /api/v1/settings/comfyui/ports/status HTTP/1.1" 200
2026-02-28 15:51:26,246 | INFO | uvicorn.error | ('127.0.0.1', 61299) - "WebSocket /api/v1/execution/ws/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6" [accepted]
2026-02-28 15:51:26,247 | INFO | app.execution | WS client connected for task 0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 (total: 1)
2026-02-28 15:51:26,267 | INFO | uvicorn.error | connection open
2026-02-28 15:51:26,272 | INFO | app | [31d72b93] OPTIONS /api/v1/execution/task/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 -> 200 (2.67ms)
2026-02-28 15:51:26,273 | INFO | uvicorn.access | 127.0.0.1:61301 - "OPTIONS /api/v1/execution/task/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 HTTP/1.1" 200
2026-02-28 15:51:26,498 | INFO | app.execution | Execute task requested: task_id=0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 status=pending has_workflow=True node_count=3
2026-02-28 15:51:30,734 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8189/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:30,803 | INFO | app.execution | Task marked running on execute request: task_id=0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 endpoint=http://34.59.208.230:8189 queue_running=0 queue_pending=0
2026-02-28 15:51:30,803 | INFO | app.comfyui | Connecting to ComfyUI WS: ws://34.59.208.230:8189/ws?clientId=b837b37782e54ee98252358a921ca483
2026-02-28 15:51:32,190 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8188/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:51:32,279 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8194/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:32,309 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8191/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:32,635 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8189/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:32,685 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8197/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:32,706 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8192/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:32,794 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8198/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:33,046 | INFO | app.comfyui | Connected to ComfyUI WS: client_id=b837b37782e54ee98252358a921ca483
2026-02-28 15:51:33,047 | INFO | app.execution | ComfyUI listener connected before submit: task_id=0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 client_id=b837b37782e54ee98252358a921ca483
2026-02-28 15:51:33,047 | INFO | app.comfyui | Submitting prompt to ComfyUI: api_url=http://34.59.208.230:8189/api/prompt client_id=b837b37782e54ee98252358a921ca483 node_count=3
2026-02-28 15:51:33,110 | INFO | app.execution | Execution event relayed: task_id=0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 type=status prompt_id=None node_id=None
2026-02-28 15:51:33,523 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8193/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:34,071 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8196/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:34,101 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8195/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:34,802 | INFO | app | [037b4d9d] GET /api/v1/settings/comfyui/ports/status -> 200 (5806.16ms)
2026-02-28 15:51:34,803 | INFO | uvicorn.access | 127.0.0.1:61334 - "GET /api/v1/settings/comfyui/ports/status HTTP/1.1" 200
2026-02-28 15:51:35,690 | INFO | httpx | HTTP Request: POST http://34.59.208.230:8189/api/prompt "HTTP/1.1 400 Bad Request"
2026-02-28 15:51:35,693 | ERROR | app.comfyui | ComfyUI /api/prompt returned 400: {"error": {"type": "prompt_outputs_failed_validation", "message": "Prompt outputs failed validation", "details": "", "extra_info": {}}, "node_errors": {"2": {"errors": [{"type": "custom_validation_failed", "message": "Custom validation failed for node", "details": "image - Invalid image file: 15.png", "extra_info": {"input_name": "image"}}], "dependent_outputs": ["1", "3"], "class_type": "LoadImage"}}}
2026-02-28 15:51:35,698 | INFO | app.execution | ComfyUI submit result: task_id=0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 prompt_id= error=ComfyUI returned HTTP 400: {"error": {"type": "prompt_outputs_failed_validation", "message": "Prompt outputs failed validation", "details": "", "extra_info": {}}, "node_errors": {"2": {"errors": [{"type": "custom_validation_fai
2026-02-28 15:51:35,745 | INFO | app | [29ccedff] POST /api/v1/execution/task/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 -> 502 (9468.38ms)
2026-02-28 15:51:35,746 | INFO | uvicorn.access | 127.0.0.1:61301 - "POST /api/v1/execution/task/0cdf6105-785d-4ff8-ad67-69dcb18fc4d6 HTTP/1.1" 502
2026-02-28 15:51:35,767 | INFO | app.execution | WS client disconnected for task 0cdf6105-785d-4ff8-ad67-69dcb18fc4d6
2026-02-28 15:51:35,768 | INFO | uvicorn.error | connection closed
2026-02-28 15:51:41,413 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8188/queue "HTTP/1.1 502 Bad Gateway"
2026-02-28 15:51:41,415 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8193/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:41,461 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8195/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:41,962 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8192/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:41,963 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8196/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:41,985 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8198/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:42,056 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8191/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:42,708 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8190/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:42,749 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8197/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:44,068 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8194/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:44,127 | INFO | httpx | HTTP Request: GET http://34.59.208.230:8189/queue "HTTP/1.1 200 OK"
2026-02-28 15:51:44,147 | INFO | app | [ed18f0b3] GET /api/v1/settings/comfyui/ports/status -> 200 (5636.06ms)
2026-02-28 15:51:44,147 | INFO | uvicorn.access | 127.0.0.1:61301 - "GET /api/v1/settings/comfyui/ports/status HTTP/1.1" 200
2026-02-28 15:51:46,036 | INFO | app | [d01163e7] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (3.60ms)
2026-02-28 15:51:46,037 | INFO | uvicorn.access | 127.0.0.1:61545 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 15:51:46,058 | ERROR | app | [bd491838] GET /api/v1/tasks?page=1&page_size=10 -> 500 (17.84ms)
Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/main.py", line 39, in request_logging_middleware
    response = await call_next(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/base.py", line 163, in call_next
    raise app_exc
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/base.py", line 149, in coro
    await self.app(scope, receive_or_disconnect, send_no_error)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/cors.py", line 93, in __call__
    await self.simple_response(scope, receive, send, request_headers=headers)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/cors.py", line 144, in simple_response
    await self.app(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/exceptions.py", line 62, in __call__
    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/_exception_handler.py", line 53, in wrapped_app
    raise exc
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 715, in __call__
    await self.middleware_stack(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 735, in app
    await route.handle(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 288, in handle
    await self.app(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 76, in app
    await wrap_app_handling_exceptions(app, request)(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/_exception_handler.py", line 53, in wrapped_app
    raise exc
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 73, in app
    response = await f(request)
               ^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/fastapi/routing.py", line 301, in app
    raw_response = await run_endpoint_function(
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/fastapi/routing.py", line 212, in run_endpoint_function
    return await dependant.call(**values)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/api/v1/tasks.py", line 48, in list_tasks_api
    items, total = await list_tasks(
                   ^^^^^^^^^^^^^^^^^
    ...<5 lines>...
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/services/task_service.py", line 247, in list_tasks
    .select_from(func.jsonb_object_keys(Task.workflow_json).column_valued("k"))
     ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "<string>", line 2, in select_from
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/sql/base.py", line 279, in _generative
    x = fn(self, *args, **kw)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/sql/selectable.py", line 6283, in select_from
    self._from_obj += tuple(
                      ~~~~~^
        coercions.expect(
        ^^^^^^^^^^^^^^^^^
    ...<2 lines>...
        for fromclause in froms
